datetime,open,high,low,close,volume,ATR,EMA200,ADX,DI+,DI-,donchian_high,donchian_low,signals,decision_signal,decision_target,decision_reason,trade_type,forced_liquidation
2019-03-20 05:30:00,4017.4800000000,4050.0000000000,3980.5000000000,4043.0400000000,23432.3002550000,98.6127898782,4776.3338933504,14.4504679133,21.2314207044,13.6249611466,4198.0000000000,3655.0000000000,0,0,,HOLD,HOLD,False
2019-03-21 05:30:00,4043.0400000000,4069.3200000000,3880.0100000000,3980.6400000000,35997.6821190000,105.0911620297,4768.4165411777,13.4571519172,18.4995610667,18.7019536637,4198.0000000000,3670.6900000000,0,0,,HOLD,HOLD,False
2019-03-22 05:30:00,3980.8500000000,4008.0000000000,3968.2500000000,3986.9300000000,20022.6063180000,100.4239361705,4760.6405556934,12.5347870637,17.9765230196,18.1731933711,4198.0000000000,3670.6900000000,0,0,,HOLD,HOLD,False
2019-03-23 05:30:00,3987.8900000000,4018.8300000000,3978.0100000000,4006.0100000000,17302.6043180000,96.1665121583,4753.1317939452,11.7616930925,18.2358933276,17.6221924214,4198.0000000000,3670.6900000000,0,0,,HOLD,HOLD,False
2019-03-24 05:30:00,4006.0100000000,4006.0200000000,3950.0000000000,3992.1800000000,17179.8506480000,93.2989041470,4745.5601343039,11.2265710589,17.4537874149,19.0108205678,4198.0000000000,3670.6900000000,0,0,,HOLD,HOLD,False
2019-03-25 05:30:00,3991.3500000000,3999.3000000000,3888.7100000000,3936.1200000000,33192.8902170000,94.5339824222,4737.5060036144,11.5619243373,15.9953441117,22.0532588909,4198.0000000000,3670.6900000000,0,0,,HOLD,HOLD,False
2019-03-26 05:30:00,3935.4700000000,3958.9800000000,3894.0000000000,3948.5500000000,29349.5376270000,92.4229836778,4729.6556951207,11.8733238102,15.1920672187,20.9457570355,4198.0000000000,3670.6900000000,0,0,,HOLD,HOLD,False
2019-03-27 05:30:00,3948.7700000000,4048.0000000000,3936.1500000000,4038.0500000000,32364.5558520000,93.8106277008,4722.7740464130,11.2967574389,20.6763432529,19.1619331601,4069.3200000000,3670.6900000000,0,0,,HOLD,HOLD,False
2019-03-28 05:30:00,4039.5800000000,4039.7000000000,4002.0000000000,4027.8100000000,20089.2938750000,89.8027257221,4715.8589812746,10.7613743798,20.0563349161,18.5873364742,4069.3200000000,3670.6900000000,0,0,,HOLD,HOLD,False
2019-03-29 05:30:00,4028.2200000000,4123.7100000000,4024.0300000000,4103.2500000000,30084.2174440000,90.5082453134,4709.7633695206,11.3429220073,25.1085853756,17.1251289677,4069.3200000000,3670.6900000000,0,0,,HOLD,HOLD,False
2019-03-30 05:30:00,4104.2400000000,4140.0000000000,4052.0000000000,4106.9700000000,19509.2926010000,90.3290849339,4703.7654255453,12.0667952129,24.6495056565,15.9334456038,4123.7100000000,3670.6900000000,0,0,,HOLD,HOLD,False
2019-03-31 05:30:00,4106.9900000000,4116.1200000000,4082.5700000000,4103.9500000000,13525.0874330000,86.2734360100,4697.7971128533,12.7389631895,23.9648130981,15.4908601910,4140.0000000000,3670.6900000000,0,0,,HOLD,HOLD,False
2019-04-01 05:30:00,4102.4400000000,4158.7000000000,4067.0000000000,4144.5600000000,25507.0676410000,86.6610477236,4692.2922659592,13.8554365307,25.6630770265,14.3200327326,4140.0000000000,3670.6900000000,0,0,,HOLD,HOLD,False
2019-04-02 05:30:00,4144.5400000000,4897.9900000000,4140.5400000000,4857.2900000000,105383.6392630000,134.5745443148,4693.9340344571,18.0714741873,54.5851793155,8.5628895986,4158.7000000000,3670.6900000000,0,0,,HOLD,HOLD,False
2019-04-03 05:30:00,4857.1900000000,5275.0100000000,4753.5000000000,4932.6000000000,109890.1257430000,162.2127911494,4696.3088201839,22.4792495720,58.6518319907,6.5964987139,4897.9900000000,3670.6900000000,0,1,1.0000000000,LONG_BREAKOUT,HOLD,False
2019-04-04 05:30:00,4932.5900000000,5039.0800000000,4777.0000000000,4898.6600000000,61054.2541680000,169.3461632102,4698.3222647592,26.5721838577,52.1682939285,5.8673032389,5275.0100000000,3703.5500000000,1,0,,HOLD,LONG_BREAKOUT,False
2019-04-05 05:30:00,4898.6400000000,5028.2200000000,4880.6200000000,5004.9500000000,39768.5528060000,167.7928658380,4701.3732870004,30.3727656945,48.8904259004,5.4986454920,5275.0100000000,3800.0000000000,0,0,,HOLD,HOLD,False
2019-04-06 05:30:00,5004.9600000000,5205.0000000000,4928.5900000000,5043.8900000000,41770.8423130000,175.5512325639,4704.7814134979,34.0891732986,50.5847613114,4.8802339979,5275.0100000000,3800.0000000000,0,0,,HOLD,HOLD,False
2019-04-07 05:30:00,5042.0700000000,5234.0000000000,5026.0000000000,5170.2700000000,37615.4868040000,177.8690016665,4709.4131407268,37.5682757728,47.5240696622,4.4725950445,5275.0100000000,3800.0000000000,0,0,,HOLD,HOLD,False
2019-04-08 05:30:00,5170.2700000000,5305.0000000000,5039.0000000000,5236.9000000000,50178.4307820000,184.1640729760,4714.6617661922,40.8673894122,45.3748205712,4.0111624508,5275.0100000000,3810.4300000000,0,0,,HOLD,HOLD,False
2019-04-09 05:30:00,5238.3800000000,5238.4000000000,5076.6800000000,5150.0000000000,34067.0123110000,182.5609249063,4718.9934899117,43.9308520773,42.5037571219,3.7573586505,5305.0000000000,3810.4300000000,0,0,,HOLD,HOLD,False
2019-04-10 05:30:00,5150.0000000000,5422.0000000000,5135.0000000000,5308.2500000000,40073.6204710000,190.0208588416,4724.8567387683,46.9417295466,44.8198268055,3.3520039289,5305.0000000000,3810.4300000000,0,0,,HOLD,HOLD,False
2019-04-11 05:30:00,5307.8600000000,5332.6700000000,4927.0000000000,5017.3700000000,54696.6006860000,205.4243689243,4727.7673184820,47.7599238152,38.4977019437,10.1115972068,5422.0000000000,3810.4300000000,0,0,,HOLD,HOLD,False
2019-04-12 05:30:00,5017.3700000000,5080.5800000000,4861.2200000000,5048.0100000000,33276.6786140000,206.4197711440,4730.9538128255,47.9740071084,35.5754818995,11.6202843739,5422.0000000000,3810.4300000000,0,0,,HOLD,HOLD,False
2019-04-13 05:30:00,5047.0000000000,5099.0000000000,5004.0000000000,5045.2200000000,17292.4568020000,198.4612160623,4734.0808395635,48.2232226585,35.0220557473,11.2229678037,5422.0000000000,3810.4300000000,0,0,,HOLD,HOLD,False
2019-04-14 05:30:00,5047.4500000000,5152.9900000000,5000.0000000000,5131.3000000000,18281.6077390000,195.2132720578,4738.0332690206,48.6047276493,35.0370487601,10.5947165194,5422.0000000000,3872.2000000000,0,0,,HOLD,HOLD,False
2019-04-15 05:30:00,5131.2800000000,5167.3800000000,4950.0000000000,5024.9500000000,29057.1915810000,196.7966097680,4740.8881618662,48.5049838589,32.2726451353,11.5735808426,5422.0000000000,3880.0100000000,0,0,,HOLD,HOLD,False
2019-04-16 05:30:00,5024.9500000000,5197.7200000000,5003.9400000000,5173.7200000000,24242.2294930000,196.5811376417,4745.1949463252,48.5116692510,31.1027199355,10.7586761448,5422.0000000000,3880.0100000000,0,0,,HOLD,HOLD,False
2019-04-17 05:30:00,5173.7200000000,5230.4000000000,5146.8000000000,5202.8200000000,23307.5361340000,188.5110563816,4749.7484294464,48.6267104645,31.3557602710,10.4178756244,5422.0000000000,3880.0100000000,0,0,,HOLD,HOLD,False
2019-04-18 05:30:00,5202.4100000000,5287.0000000000,5198.8000000000,5258.4400000000,22619.2390010000,181.3459809258,4754.8100371136,48.9201903234,32.4958154491,10.0559562916,5422.0000000000,3880.0100000000,0,0,,HOLD,HOLD,False
2019-04-19 05:30:00,5258.4400000000,5320.0000000000,5175.0000000000,5258.6800000000,24611.2363230000,178.7498394311,4759.8236685851,49.3002290144,31.9316218393,9.4732929660,5422.0000000000,3880.0100000000,0,0,,HOLD,HOLD,False
2019-04-20 05:30:00,5258.6800000000,5333.4200000000,5230.1000000000,5291.7300000000,19168.9082740000,173.3619937574,4765.1162688977,49.6980842235,31.1252269468,9.0700159814,5422.0000000000,3880.0100000000,0,0,,HOLD,HOLD,False
2019-04-21 05:30:00,5292.9100000000,5314.3500000000,5165.0000000000,5256.1400000000,25549.5709390000,171.6468513462,4770.0020771673,49.3258534720,29.1907931253,11.2153647737,5422.0000000000,3888.7100000000,0,0,,HOLD,HOLD,False
2019-04-22 05:30:00,5257.4100000000,5400.0000000000,5208.3500000000,5357.1400000000,29563.8523090000,173.0756476786,4775.8442455537,49.3242089335,30.4167576663,10.3282940919,5422.0000000000,3888.7100000000,0,0,,HOLD,HOLD,False
2019-04-23 05:30:00,5357.1400000000,5600.0000000000,5332.4100000000,5493.3100000000,41262.1039170000,179.8266728444,4782.9832082846,49.9712073207,35.1279528683,9.2305115231,5422.0000000000,3888.7100000000,0,0,,HOLD,HOLD,False
2019-04-24 05:30:00,5490.9100000000,5582.2000000000,5333.3500000000,5415.0000000000,48224.1524130000,184.7569104984,4789.2719325802,50.5719915375,31.7483804314,8.3424671091,5600.0000000000,3888.7100000000,0,0,,HOLD,HOLD,False
2019-04-25 05:30:00,5415.0000000000,5491.8400000000,5102.0000000000,5219.9000000000,49636.0899480000,199.4057026056,4793.5567889725,48.9383396331,27.3149248232,15.4646207179,5600.0000000000,3894.0000000000,0,0,,HOLD,HOLD,False
2019-04-26 05:30:00,5220.4700000000,5510.0000000000,5161.6200000000,5314.1000000000,48912.2945130000,210.0467238481,4798.7363234106,47.5045821769,24.6964688065,13.6325233952,5600.0000000000,3936.1500000000,0,0,,HOLD,HOLD,False
2019-04-27 05:30:00,5315.0000000000,5342.5000000000,5257.6700000000,5295.6900000000,15422.8969350000,201.1026721447,4803.6811361129,46.1732359675,23.9523565626,13.2217712487,5600.0000000000,4002.0000000000,0,0,,HOLD,HOLD,False
2019-04-28 05:30:00,5295.6900000000,5340.0000000000,5259.4800000000,5307.5200000000,14371.4338690000,192.4896241343,4808.6944581417,44.9369859160,23.2366802319,12.8267158099,5600.0000000000,4024.0300000000,0,0,,HOLD,HOLD,False
2019-04-29 05:30:00,5309.8100000000,5332.0000000000,5178.8000000000,5238.1400000000,19918.1350790000,189.6832224104,4812.9675481104,43.0336520469,21.8961522241,15.1248884686,5600.0000000000,4052.0000000000,0,0,,HOLD,HOLD,False
2019-04-30 05:30:00,5238.1400000000,5339.9800000000,5192.1500000000,5320.8100000000,22238.0682300000,186.6937065240,4818.0207068357,41.3168469677,20.9630317102,14.2694337149,5600.0000000000,4067.0000000000,0,0,,HOLD,HOLD,False
2019-05-01 05:30:00,5321.9400000000,5402.0000000000,5316.2000000000,5383.2000000000,17217.4732160000,179.4870132008,4823.6443813945,40.1139367648,22.7153956122,13.7822049054,5600.0000000000,4067.0000000000,0,0,,HOLD,HOLD,False
2019-05-02 05:30:00,5383.2000000000,5538.0000000000,5370.0000000000,5492.8700000000,22795.7878350000,178.6665122579,4830.3033427737,39.7398135998,26.6268383064,12.8565336267,5600.0000000000,4140.5400000000,0,0,,HOLD,HOLD,False
2019-05-03 05:30:00,5494.8100000000,5844.0000000000,5477.5700000000,5772.6900000000,46297.1728490000,192.0781899538,4839.6803244376,40.5562260581,34.3778215479,11.1046356039,5600.0000000000,4753.5000000000,0,0,,HOLD,HOLD,False
2019-05-04 05:30:00,5770.6200000000,5900.0000000000,5587.4500000000,5829.4500000000,39682.4089910000,200.6833192428,4849.5287789208,41.4782244227,32.5466535792,9.8693012931,5844.0000000000,4777.0000000000,0,0,,HOLD,HOLD,False
2019-05-05 05:30:00,5829.8300000000,5839.9000000000,5696.0000000000,5775.6200000000,23822.5437750000,196.6273678683,4858.7436169415,42.3343657612,30.8452978259,9.3533898033,5900.0000000000,4861.2200000000,0,0,,HOLD,HOLD,False
2019-05-06 05:30:00,5773.1800000000,5805.0000000000,5619.1400000000,5747.7900000000,25256.5963250000,195.8582701634,4867.5898496088,42.3664805027,28.7545341290,11.5224433185,5900.0000000000,4861.2200000000,0,0,,HOLD,HOLD,False
2019-05-07 05:30:00,5749.9200000000,6028.4100000000,5747.7400000000,5846.3400000000,39905.0644220000,201.9162508660,4877.3286570753,43.1273660409,33.8027603985,10.3784031702,5900.0000000000,4861.2200000000,0,0,,HOLD,HOLD,False
2019-05-08 05:30:00,5846.3400000000,6014.7200000000,5772.2000000000,5987.2900000000,23074.1869070000,204.8165186613,4888.3730485472,43.8339026121,30.9438094054,9.5006243823,6028.4100000000,4861.2200000000,0,0,,HOLD,HOLD,False
2019-05-09 05:30:00,5986.6600000000,6224.5500000000,5983.7100000000,6209.1800000000,27453.0114360000,207.3896244712,4901.5154062731,45.0372180842,35.6039450515,8.7125527300,6028.4100000000,4861.2200000000,0,0,,HOLD,HOLD,False
2019-05-10 05:30:00,6209.9500000000,6468.9200000000,6172.0000000000,6373.3300000000,36623.6107900000,213.7846512947,4916.1603276037,46.6314713848,40.2366031130,7.8482212835,6224.5500000000,4861.2200000000,0,0,,HOLD,HOLD,False
2019-05-11 05:30:00,6375.1600000000,7343.9900000000,6372.8500000000,7076.2200000000,74022.4243930000,267.8814619165,4937.6534586724,49.0344890272,53.1505307100,5.8159466981,6468.9200000000,4861.2200000000,0,0,,HOLD,HOLD,False
2019-05-12 05:30:00,7076.2400000000,7521.7800000000,6750.0000000000,6967.3100000000,86948.9753390000,303.8742146368,4957.8490461483,51.3781346235,47.6873875804,4.7608505135,7343.9900000000,4861.2200000000,0,0,,HOLD,HOLD,False
2019-05-13 05:30:00,6968.2400000000,8100.0000000000,6870.0000000000,7790.7100000000,85804.7353330000,370.0260564484,4986.0367173309,53.8373100298,47.5264941380,3.6304578928,7521.7800000000,4950.0000000000,0,0,,HOLD,HOLD,False
2019-05-14 05:30:00,7795.6200000000,8366.0000000000,7599.5600000000,7947.5600000000,76583.7226030000,398.3413381307,5015.5046106908,56.2197271239,45.7645081178,3.1315088973,8100.0000000000,4950.0000000000,0,0,,HOLD,HOLD,False
2019-05-15 05:30:00,7945.2600000000,8249.0000000000,7850.0000000000,8169.8700000000,37884.3272110000,398.3883854071,5046.8913309824,58.4319715685,42.4905962038,2.9074862931,8366.0000000000,4950.0000000000,0,0,,HOLD,HOLD,False
2019-05-16 05:30:00,8169.0800000000,8320.0000000000,7705.0000000000,7866.5900000000,69630.5139960000,413.8606435923,5074.9480341567,59.7095083580,37.9805003073,5.1014435598,8366.0000000000,5003.9400000000,0,0,,HOLD,HOLD,False
2019-05-17 05:30:00,7868.6700000000,7925.0000000000,6913.0000000000,7355.2600000000,88752.0081590000,456.5848833357,5097.6377054586,57.6884337516,31.9674944155,16.6839149874,8366.0000000000,5102.0000000000,0,-1,0.0000000000,LONG_ATR_STOP,HOLD,False
2019-05-18 05:30:00,7355.2800000000,7458.0000000000,7156.6100000000,7257.4500000000,37054.9447790000,445.4995345260,5119.1283750560,55.8117216170,30.4227303929,15.8776987951,8366.0000000000,5102.0000000000,-1,0,,HOLD,LONG_ATR_STOP,False
2019-05-19 05:30:00,7257.3200000000,8275.0900000000,7243.0800000000,8148.4800000000,65577.4420580000,487.3931392027,5149.2711772943,55.2132104841,37.7961324433,13.4763014988,8366.0000000000,5102.0000000000,0,0,,HOLD,HOLD,False
2019-05-20 05:30:00,8147.9400000000,8156.0300000000,7553.0000000000,7938.1500000000,65859.2085640000,495.6529149739,5177.0212153312,54.6574501464,34.5115468768,12.3051746525,8366.0000000000,5102.0000000000,0,0,,HOLD,HOLD,False
2019-05-21 05:30:00,7937.1600000000,8042.3200000000,7771.0000000000,7904.8700000000,52301.7522470000,479.6291353329,5204.1639893080,54.1413869757,33.1170657471,11.8079690676,8366.0000000000,5102.0000000000,0,0,,HOLD,HOLD,False
2019-05-22 05:30:00,7904.4800000000,8016.0000000000,7465.0000000000,7628.4300000000,49136.9945890000,484.7270542377,5228.2860391656,52.6250780812,30.4281440618,15.3583926415,8366.0000000000,5102.0000000000,0,0,,HOLD,HOLD,False
2019-05-23 05:30:00,7627.8000000000,7940.9800000000,7461.0000000000,7851.5100000000,49648.1847010000,484.3879789350,5254.3877701192,51.2039332075,28.2744837107,14.3303322549,8366.0000000000,5102.0000000000,0,0,,HOLD,HOLD,False
2019-05-24 05:30:00,7849.9500000000,8130.0000000000,7766.0000000000,7964.8700000000,46664.7853250000,475.7888375825,5281.3577425558,50.2005580741,29.5670871349,13.5472356179,8366.0000000000,5102.0000000000,0,0,,HOLD,HOLD,False
2019-05-25 05:30:00,7964.5200000000,8091.8000000000,7908.3400000000,8025.4100000000,28414.3288170000,454.9082063266,5308.6617451174,49.2688525931,28.7153646288,13.1569879950,8366.0000000000,5102.0000000000,0,0,,HOLD,HOLD,False
2019-05-26 05:30:00,8023.0000000000,8740.0000000000,7833.4200000000,8614.4300000000,49652.1445670000,487.1704773033,5341.5549615839,49.3349480166,34.4023185424,11.4081337537,8366.0000000000,5161.6200000000,0,1,1.0000000000,LONG_BREAKOUT,HOLD,False
2019-05-27 05:30:00,8612.5400000000,8908.3200000000,8589.0000000000,8756.3200000000,51886.7687930000,475.1811574959,5375.5327231602,49.5913995909,35.2811790946,10.8605463137,8740.0000000000,5178.8000000000,1,0,,HOLD,LONG_BREAKOUT,False
2019-05-28 05:30:00,8752.5200000000,8798.4900000000,8510.6300000000,8715.6400000000,31470.5515340000,461.8010748177,5408.7676214372,49.5372357880,33.7103047866,11.5891660276,8908.3200000000,5178.8000000000,0,0,,HOLD,HOLD,False
2019-05-29 05:30:00,8716.8700000000,8750.0000000000,8406.6000000000,8645.6800000000,33880.8659220000,453.3438551878,5440.9757048060,49.0952571882,31.8863788430,12.6012140274,8908.3200000000,5178.8000000000,0,0,,HOLD,HOLD,False
2019-05-30 05:30:00,8646.5000000000,9074.2600000000,8005.0000000000,8269.5400000000,70379.9985210000,497.3378655315,5469.1206231662,47.3247908900,26.9896172471,16.4339097428,8908.3200000000,5192.1500000000,0,0,,HOLD,HOLD,False
2019-05-31 05:30:00,8267.1000000000,8594.0000000000,8108.5000000000,8555.0000000000,44727.4916200000,496.4923037079,5499.8258905973,45.6807864703,25.1044694562,15.2860480165,9074.2600000000,5316.2000000000,0,0,,HOLD,HOLD,False
2019-06-01 05:30:00,8555.0000000000,8626.0000000000,8442.3600000000,8544.0700000000,31868.2341570000,474.1457105859,5530.1168767605,44.2197701945,24.8920295218,14.8631626648,9074.2600000000,5370.0000000000,0,0,,HOLD,HOLD,False
2019-06-02 05:30:00,8545.1000000000,8814.7800000000,8524.0000000000,8725.9800000000,27835.1332650000,461.0481598297,5561.9165098276,43.2451401530,26.6953576569,14.1935842662,9074.2600000000,5477.5700000000,0,0,,HOLD,HOLD,False
2019-06-03 05:30:00,8726.0000000000,8800.9500000000,8080.8000000000,8115.8200000000,45692.9651040000,479.5554341276,5587.3284848542,40.9117473408,23.8318928059,19.2724683242,9074.2600000000,5587.4500000000,0,0,,HOLD,HOLD,False
2019-06-04 05:30:00,8115.6600000000,8115.6600000000,7481.0200000000,7687.0300000000,74143.9489410000,490.6443316899,5608.2210372437,38.6751577206,21.6294703154,26.2230715593,9074.2600000000,5619.1400000000,0,-1,0.0000000000,LONG_ATR_STOP,HOLD,False
2019-06-05 05:30:00,7687.0400000000,7896.7000000000,7572.7800000000,7776.5000000000,48679.6564550000,478.7354508549,5629.7959522960,36.5983245018,20.5841244073,24.9557182607,9074.2600000000,5619.1400000000,-1,0,,HOLD,LONG_ATR_STOP,False
2019-06-06 05:30:00,7778.0800000000,7868.1300000000,7444.5800000000,7786.7000000000,36624.1187470000,474.7936329367,5651.2576841140,34.9492756195,19.2725160898,25.2942120180,9074.2600000000,5747.7400000000,0,0,,HOLD,HOLD,False
2019-06-07 05:30:00,7787.5700000000,8100.0000000000,7737.4900000000,7980.5300000000,33942.2256580000,466.7733734412,5674.4345230780,32.7877095053,21.7516206823,23.8910525344,9074.2600000000,5772.2000000000,0,0,,HOLD,HOLD,False
2019-06-08 05:30:00,7978.9400000000,8044.6500000000,7751.0000000000,7893.6200000000,22657.3296340000,454.4074181954,5696.5159706096,30.7805409706,20.7475872410,22.7882650208,9074.2600000000,5983.7100000000,0,0,,HOLD,HOLD,False
2019-06-09 05:30:00,7895.2800000000,7935.0000000000,7506.6600000000,7628.1300000000,31568.4651570000,452.5454597529,5715.7360107030,29.5074377040,19.3448834073,25.1041925062,9074.2600000000,6172.0000000000,0,0,,HOLD,HOLD,False
2019-06-10 05:30:00,7627.5700000000,8020.0000000000,7511.0000000000,7982.7500000000,36756.0784680000,456.5779269134,5738.2933638303,28.0712644134,19.1342253207,23.1051543148,9074.2600000000,6372.8500000000,0,0,,HOLD,HOLD,False
2019-06-11 05:30:00,7981.0000000000,8010.0000000000,7692.2300000000,7884.9000000000,30334.9994270000,446.6630749910,5759.6526338420,26.7376749292,18.1618908315,21.9310310857,9074.2600000000,6750.0000000000,0,0,,HOLD,HOLD,False
2019-06-12 05:30:00,7884.9000000000,8200.0000000000,7788.9900000000,8127.6400000000,41597.0826220000,444.1164267774,5783.2146971868,24.9097062929,20.0171445690,20.4813029541,9074.2600000000,6870.0000000000,0,0,,HOLD,HOLD,False
2019-06-13 05:30:00,8127.6400000000,8309.8200000000,8010.0300000000,8218.5400000000,30467.7643410000,433.8073962933,5807.4467897521,23.3726849020,20.8373012087,19.4703062595,9074.2600000000,6913.0000000000,0,0,,HOLD,HOLD,False
2019-06-14 05:30:00,8216.4400000000,8684.4100000000,8144.3200000000,8650.0000000000,39835.2462550000,441.3990108438,5835.7309012969,22.9217191390,25.0778735296,17.7686198602,9074.2600000000,6913.0000000000,0,0,,HOLD,HOLD,False
2019-06-15 05:30:00,8650.8800000000,8864.9900000000,8567.6300000000,8808.7000000000,31791.6360390000,431.1105100692,5865.3126833735,22.9083234868,26.8342749427,16.8931935437,9074.2600000000,6913.0000000000,0,0,,HOLD,HOLD,False
2019-06-16 05:30:00,8810.7700000000,9333.0000000000,8760.0000000000,8953.3300000000,63289.2512190000,441.2454736357,5896.0392238375,23.7808511111,31.9213300329,15.3262329290,9074.2600000000,6913.0000000000,0,0,,HOLD,HOLD,False
2019-06-17 05:30:00,8953.0000000000,9444.0000000000,8950.0000000000,9313.9600000000,47895.4853740000,445.0136540903,5930.0483857894,24.7733800103,31.1718928298,14.1109958880,9333.0000000000,7156.6100000000,0,0,,HOLD,HOLD,False
2019-06-18 05:30:00,9312.1300000000,9336.3600000000,8950.0000000000,9081.5500000000,51554.5694010000,440.8241073696,5961.4066108064,25.6950139882,29.2204224696,13.2275978095,9444.0000000000,7243.0800000000,0,0,,HOLD,HOLD,False
2019-06-19 05:30:00,9081.9700000000,9304.0000000000,8960.0000000000,9255.4900000000,32147.7064950000,433.9080997003,5994.1835599526,26.5508169676,27.5657229514,12.4785429406,9444.0000000000,7444.5800000000,0,0,,HOLD,HOLD,False
2019-06-20 05:30:00,9253.7600000000,9590.0000000000,9175.2000000000,9517.1200000000,34556.0539820000,432.5432354360,6029.2376538834,27.8457959100,30.4004087145,11.6237812184,9444.0000000000,7444.5800000000,0,1,1.0000000000,LONG_BREAKOUT,HOLD,False
2019-06-21 05:30:00,9518.0600000000,10174.9900000000,9518.0600000000,10159.8600000000,50484.4158920000,448.6380043334,6070.3383737453,29.8323658865,36.5299899211,10.4062967947,9590.0000000000,7444.5800000000,1,0,,HOLD,LONG_BREAKOUT,False
2019-06-22 05:30:00,10159.8600000000,11160.0000000000,9921.7200000000,10729.5000000000,104169.4479760000,505.0410040239,6116.6981909219,32.5151433507,44.0635570199,8.5838267814,10174.9900000000,7444.5800000000,0,0,,HOLD,HOLD,False
2019-06-23 05:30:00,10729.0000000000,11392.6400000000,10555.1800000000,10906.0700000000,57445.3239450000,528.7852180222,6164.3536318083,35.1531715257,42.2214012370,7.6127855382,11160.0000000000,7444.5800000000,0,0,,HOLD,HOLD,False
2019-06-24 05:30:00,10905.9500000000,11143.6300000000,10620.8000000000,11056.5900000000,43101.0452850000,528.3598453063,6213.0326006460,37.6027691169,39.2371505541,7.0747062757,11392.6400000000,7444.5800000000,0,0,,HOLD,HOLD,False
2019-06-25 05:30:00,11056.5900000000,11850.0000000000,11026.0000000000,11820.8600000000,61276.6866480000,549.4769992130,6268.8318782515,40.2739410842,44.2166372814,6.3169002191,11392.6400000000,7444.5800000000,0,0,,HOLD,HOLD,False
2019-06-26 05:30:00,11821.2800000000,13970.0000000000,11741.0000000000,13093.8000000000,155930.1473860000,669.4429278406,6336.7420088162,43.4150531264,56.3206367180,4.8145454784,11850.0000000000,7444.5800000000,0,0,,HOLD,HOLD,False
2019-06-27 05:30:00,13098.3800000000,13478.0400000000,10525.1000000000,11329.9900000000,173894.8208890000,832.5498615663,6386.4260684299,43.8836328857,42.0519537008,14.0266008615,13970.0000000000,7444.5800000000,0,-1,0.0000000000,LONG_ATR_STOP,HOLD,False
2019-06-28 05:30:00,11329.9900000000,12480.0000000000,10982.8800000000,12400.6300000000,95795.2039640000,880.0191571687,6446.2688936197,44.3187426622,36.9419333748,12.3221327168,13970.0000000000,7444.5800000000,-1,0,,HOLD,LONG_ATR_STOP,False
2019-06-29 05:30:00,12407.0600000000,12441.5400000000,11475.0200000000,11903.1300000000,69642.0741570000,886.1977887995,6500.5660190563,44.7227731689,34.0640594239,11.3622061096,13970.0000000000,7444.5800000000,0,0,,HOLD,HOLD,False
2019-06-30 05:30:00,11903.1300000000,12180.0000000000,10766.0300000000,10854.1000000000,84512.5304430000,923.8958038853,6543.8847651354,43.8198208484,30.3402661206,15.6014891540,13970.0000000000,7444.5800000000,0,0,,HOLD,HOLD,False
2019-07-01 05:30:00,10854.1000000000,11282.2800000000,10030.0000000000,10624.9300000000,90962.2682710000,947.3518178935,6584.4921804076,41.8710246533,27.4755505947,19.6779327233,13970.0000000000,7444.5800000000,0,0,,HOLD,HOLD,False
2019-07-02 05:30:00,10624.9000000000,10938.7500000000,9727.0000000000,10842.8500000000,109561.0387280000,966.2374023297,6626.8639000056,39.6486466857,25.0143469348,20.1551346590,13970.0000000000,7444.5800000000,0,0,,HOLD,HOLD,False
2019-07-03 05:30:00,10844.9800000000,11991.8900000000,10841.0400000000,11940.0000000000,96815.9002900000,979.4240164490,6679.7309258762,38.5829686877,30.5953412995,18.4635036353,13970.0000000000,7444.5800000000,0,0,,HOLD,HOLD,False
2019-07-04 05:30:00,11940.0000000000,12000.0000000000,11055.0000000000,11145.6700000000,66512.2218920000,976.9651581312,6724.1681305938,37.6003820219,28.5407573160,17.1878322513,13970.0000000000,7444.5800000000,0,0,,HOLD,HOLD,False
2019-07-05 05:30:00,11145.6700000000,11406.8300000000,10796.4400000000,10970.7300000000,63534.3505820000,950.7812182647,6766.4224775531,36.3079533714,27.2319844787,18.3421250714,13970.0000000000,7444.5800000000,0,0,,HOLD,HOLD,False
2019-07-06 05:30:00,10982.4100000000,11665.0000000000,10964.5100000000,11256.4900000000,51469.4963310000,932.9032741029,6811.0997663337,35.3598032321,27.7481356152,17.3583701062,13970.0000000000,7444.5800000000,0,0,,HOLD,HOLD,False
2019-07-07 05:30:00,11256.4500000000,11538.0000000000,11094.3700000000,11406.2400000000,38884.7955990000,897.9551830956,6856.8225547283,34.4793781027,26.7689342320,16.7458121940,13970.0000000000,7506.6600000000,0,0,,HOLD,HOLD,False
2019-07-08 05:30:00,11410.0000000000,12338.0300000000,11220.0000000000,12238.6000000000,52182.3672150000,913.6748128744,6910.3725790594,34.4098785725,30.6836224586,15.2821529340,13970.0000000000,7506.6600000000,0,0,,HOLD,HOLD,False
2019-07-09 05:30:00,12238.6000000000,12794.7300000000,12068.0000000000,12543.4100000000,78442.1303430000,900.3216119548,6966.4227026509,34.7119704599,32.5378242349,14.4010393048,13970.0000000000,7506.6600000000,0,0,,HOLD,HOLD,False
2019-07-10 05:30:00,12548.5100000000,13147.0800000000,11569.0000000000,12108.3700000000,109246.0449970000,948.7329253866,7017.5863573508,34.1679135209,28.6719696307,16.4469265212,13970.0000000000,7511.0000000000,0,0,,HOLD,HOLD,False
